bill_n,date,time,item,amount,unit_price,total,payment_type(cash/card),buyer_id,shop_id,purchase_cost,date_of_purchase
100000123,2018-09-01,12:09:46,"Ball type 1, Nike",1,111.93599999999999,111.93599999999999,cash,847.0,shop_3,48,2018-09-01
100000124,2016-08-18,15:16:53,"Cufflinks type 7, Adidas",1,334.88,334.88,cash,,shop_4,184,2016-08-18
100000125,2016-10-18,15:46:31,"Hat type 3, Nike",1,603.05664,603.05664,cash,,shop_1,298,2016-10-18
100000128,2018-05-30,15:46:16,"Boots type 6, Nike",1,5533.412,5533.412,cash,243.0,shop_3,2279,2018-06-03
100000128,2018-05-30,15:46:16,"Trousers type 3, Adidas",1,1910.4272,1910.4272,cash,243.0,shop_3,1102,2018-06-03
100000129,2016-03-02,09:24:27,"Boots type 2, Adidas",2,6783.45,13566.9,card,,shop_6,6618,2016-03-03
100000129,2016-03-02,09:24:27,"Cufflinks type 4, Reebok",1,821.24,821.24,card,,shop_6,419,2016-03-03
100000129,2016-03-02,09:24:27,"Slippers type 3, Adidas",1,300.49,300.49,card,,shop_6,151,2016-03-03
100000130,2016-01-09,18:08:41,"T-shirt type 4, Reebok",2,367.14000000000004,734.2800000000001,card,550.0,shop_6,348,2016-01-10
100000133,2016-06-04,12:52:09,"Hat type 5, Nike",1,454.336,454.336,cash,,shop_8,229,2016-06-04
100000136,2016-01-28,10:58:01,"Hat type 7, Reebok",1,374.4,374.4,cash,1149.0,shop_1,195,2016-01-28
100000137,2017-02-12,11:36:52,"T-shirt type 2, Nike",1,431.136,431.136,card,1147.0,shop_5,216,2017-02-12
100000138,2017-06-08,15:22:04,"Trousers type 7, Adidas",1,1984.3200000000002,1984.3200000000002,cash,407.0,shop_1,954,2017-06-13
100000140,2018-04-21,09:16:23,"Shirt type 1, Adidas",2,914.82,1829.64,card,,shop_4,948,2018-04-21
100000140,2018-04-21,09:16:23,"T-shirt type 1, Adidas",1,404.71200000000005,404.71200000000005,card,,shop_4,219,2018-04-21
100000141,2018-04-12,17:09:11,"Shoes type 3, Puma",1,5261.256,5261.256,cash,,shop_5,3003,2018-04-16
100000141,2018-04-12,17:09:11,"Hat type 5, Puma",1,234.08,234.08,cash,,shop_5,140,2018-04-16
100000142,2017-01-19,18:28:47,"Hat type 8, Adidas",1,326.8,326.8,cash,,shop_1,152,2017-01-19
100000143,2017-06-28,16:47:35,"T-shirt type 3, Reebok",1,440.7,440.7,cash,,shop_5,226,2017-07-03
100000143,2017-06-28,16:47:35,"Sneakers type 3, Adidas",1,3241.2599999999998,3241.2599999999998,cash,,shop_5,1637,2017-07-03
100000143,2017-06-28,16:47:35,"Cap type 1, Puma",1,211.80576000000002,211.80576000000002,cash,,shop_5,134,2017-07-03
100000143,2017-06-28,16:47:35,"Belt type 4, Puma",1,430.944,430.944,cash,,shop_5,268,2017-07-03
100000144,2018-01-11,17:58:42,"Socks type 3, Nike",1,436.24399999999997,436.24399999999997,cash,,shop_9,191,2018-01-16
100000144,2018-01-11,17:58:42,"Boots type 6, Puma",1,2144.936,2144.936,cash,,shop_9,1361,2018-01-16
100000144,2018-01-11,17:58:42,"Trousers type 12, Nike",1,1328.6527199999998,1328.6527199999998,cash,,shop_9,758,2018-01-16
100000145,2016-02-12,15:14:26,"Socks type 3, Adidas",1,466.85999999999996,466.85999999999996,cash,,shop_4,251,2016-02-12
100000147,2018-05-04,11:32:51,"Trousers type 9, Adidas",2,428.45,856.9,cash,,shop_5,410,2018-05-04
100000147,2018-05-04,11:32:51,"Socks type 3, Reebok",1,356.96,356.96,cash,,shop_5,184,2018-05-04
100000147,2018-05-04,11:32:51,"T-shirt type 1, Puma",1,233.69600000000003,233.69600000000003,cash,,shop_5,134,2018-05-04
100000148,2016-05-14,13:51:14,"Trousers type 7, Nike",1,2670.744,2670.744,cash,,shop_7,1299,2016-05-14
100000148,2016-05-14,13:51:14,"Cap type 3, Nike",1,357.05999999999995,357.05999999999995,cash,,shop_7,165,2016-05-14
100000148,2016-05-14,13:51:14,"Boots type 4, Adidas",1,7128.99,7128.99,cash,,shop_7,3411,2016-05-14
100000148,2016-05-14,13:51:14,"Slippers type 1, Adidas",1,360.59399999999994,360.59399999999994,cash,,shop_7,195,2016-05-14
100000150,2016-05-16,13:28:35,"Socks type 4, Puma",1,297.024,297.024,card,618.0,shop_7,168,2016-05-16
100000150,2016-05-16,13:28:35,"Sneakers type 1, Adidas",1,2971.4252,2971.4252,card,618.0,shop_7,1748,2016-05-16
100000153,2017-06-16,19:47:51,"Shirt type 2, Nike",1,1892.6950399999998,1892.6950399999998,cash,1061.0,shop_6,824,2017-06-16
100000154,2017-02-26,15:17:15,"Trousers type 2, Adidas",1,2060.3484,2060.3484,card,,shop_1,1107,2017-02-26
100000156,2018-08-19,14:04:55,"Slippers type 2, Reebok",1,468.7,468.7,cash,,shop_4,218,2018-08-19
100000158,2017-03-23,20:46:57,"Shirt type 10, Adidas",1,446.8999999999999,446.8999999999999,cash,,shop_6,205,2017-03-26
100000159,2018-08-27,13:33:02,"Cap type 3, Reebok",1,309.2586,309.2586,cash,,shop_2,157,2018-08-27
100000161,2017-09-07,16:50:06,"Shirt type 7, Adidas",2,1255.7025,2511.405,card,,shop_6,1590,2017-09-07
100000161,2017-09-07,16:50:06,"Shirt type 1, Nike",1,1700.784,1700.784,card,,shop_6,837,2017-09-07
100000161,2017-09-07,16:50:06,"Shirt type 5, Puma",1,1044.96,1044.96,card,,shop_6,622,2017-09-07
100000162,2017-10-19,18:35:11,"Trousers type 2, Puma",1,1043.1200000000001,1043.1200000000001,cash,,shop_7,590,2017-10-21
100000162,2017-10-19,18:35:11,"Ball type 2, Reebok",2,100.11,200.22,cash,,shop_7,94,2017-10-21
100000162,2017-10-19,18:35:11,"Cufflinks type 6, Reebok",1,371.94300000000004,371.94300000000004,cash,,shop_7,221,2017-10-21
100000162,2017-10-19,18:35:11,"Shirt type 2, Adidas",1,1007.4,1007.4,cash,,shop_7,460,2017-10-21
100000163,2017-10-06,17:53:11,"Cufflinks type 6, Adidas",1,356.84999999999997,356.84999999999997,card,,shop_2,183,2017-10-06
100000163,2017-10-06,17:53:11,"Cufflinks type 6, Puma",1,365.72,365.72,card,,shop_2,205,2017-10-06
100000164,2018-08-31,10:58:32,"Trousers type 8, Reebok",1,2439.36,2439.36,card,,shop_4,1232,2018-09-05
100000165,2016-09-26,10:32:45,"Sneakers type 3, Nike",2,2651.176,5302.352,cash,,shop_4,2564,2016-09-26
100000166,2016-01-18,19:05:12,"Hat type 2, Adidas",1,278.79999999999995,278.79999999999995,card,,shop_8,136,2016-01-18
100000166,2016-01-18,19:05:12,"Top type 2, Reebok",1,461.89000000000004,461.89000000000004,card,,shop_8,247,2016-01-18
100000166,2016-01-18,19:05:12,"Socks type 2, Reebok",1,415.8,415.8,card,,shop_8,210,2016-01-18
100000166,2016-01-18,19:05:12,"Ball type 1, Nike",2,111.93599999999999,223.87199999999999,card,,shop_8,96,2016-01-18
100000166,2016-01-18,19:05:12,"Hat type 6, Reebok",1,203.29999999999998,203.29999999999998,card,,shop_8,107,2016-01-18
100000167,2017-09-25,12:32:40,"Shirt type 1, Puma",1,1426.128,1426.128,cash,,shop_8,814,2017-09-26
100000167,2017-09-25,12:32:40,"T-shirt type 7, Adidas",1,364.05999999999995,364.05999999999995,cash,,shop_8,167,2017-09-26
100000167,2017-09-25,12:32:40,"Cufflinks type 2, Reebok",2,432.0,864.0,cash,,shop_8,400,2017-09-26
100000167,2017-09-25,12:32:40,"T-shirt type 4, Reebok",2,367.14000000000004,734.2800000000001,cash,,shop_8,348,2017-09-26
100000168,2018-07-06,17:59:42,"Trousers type 12, Puma",2,257.68704,515.37408,cash,632.0,shop_2,356,2018-07-10
100000169,2018-06-15,16:55:04,"Trousers type 10, Reebok",1,343.44,343.44,cash,,shop_7,162,2018-06-15
100000171,2017-02-02,12:02:25,"Trousers type 9, Puma",1,858.2800000000001,858.2800000000001,card,,shop_7,499,2017-02-02
100000171,2017-02-02,12:02:25,"Cufflinks type 2, Nike",2,231.544,463.088,card,,shop_7,206,2017-02-02
100000172,2018-09-28,18:30:21,"Shirt type 6, Adidas",2,1333.2,2666.4,cash,486.0,shop_5,1212,2018-09-29
100000172,2018-09-28,18:30:21,"Socks type 4, Puma",1,261.38112,261.38112,cash,486.0,shop_5,168,2018-09-29
100000173,2016-06-22,17:12:57,"Trousers type 1, Puma",1,722.3040000000001,722.3040000000001,card,,shop_3,418,2016-06-26
100000174,2016-02-04,09:33:31,"Shirt type 3, Nike",1,1737.236,1737.236,cash,,shop_7,821,2016-02-04
100000175,2018-08-11,09:36:39,"Shirt type 9, Reebok",1,546.0,546.0,card,,shop_7,273,2018-08-11
100000175,2018-08-11,09:36:39,"Shirt type 7, Adidas",1,1550.25,1550.25,card,,shop_7,795,2018-08-11
100000176,2017-09-22,10:20:54,"Top type 2, Reebok",1,406.46320000000003,406.46320000000003,card,,shop_7,247,2017-09-26
100000176,2017-09-22,10:20:54,"Ball type 1, Adidas",1,55.614,55.614,card,,shop_7,31,2017-09-26
100000177,2017-04-11,16:43:36,"Trousers type 5, Adidas",1,865.4093000000001,865.4093000000001,cash,,shop_6,479,2017-04-15
100000177,2017-04-11,16:43:36,"Shirt type 9, Adidas",1,1818.46,1818.46,cash,,shop_6,838,2017-04-15
100000177,2017-04-11,16:43:36,"Shirt type 7, Adidas",1,1550.25,1550.25,cash,,shop_6,795,2017-04-15
100000177,2017-04-11,16:43:36,"Trousers type 6, Puma",1,1241.952,1241.952,cash,,shop_6,761,2017-04-15
100000178,2017-09-18,19:41:02,"T-shirt type 7, Puma",1,201.552,201.552,cash,294.0,shop_5,114,2017-09-21
100000178,2017-09-18,19:41:02,"Hat type 4, Puma",1,355.89792,355.89792,cash,294.0,shop_5,251,2017-09-21
100000178,2017-09-18,19:41:02,"Shirt type 10, Puma",1,495.816,495.816,cash,294.0,shop_5,283,2017-09-21
100000178,2017-09-18,19:41:02,"Top type 4, Nike",1,402.28,402.28,cash,294.0,shop_5,178,2017-09-21
100000178,2017-09-18,19:41:02,"Slippers type 3, Nike",1,285.3177600000001,285.3177600000001,cash,294.0,shop_5,138,2017-09-21
100000178,2017-09-18,19:41:02,"Trousers type 11, Reebok",1,1816.8400000000001,1816.8400000000001,cash,294.0,shop_5,857,2017-09-21
100000179,2016-09-03,12:21:02,"Trousers type 7, Adidas",2,1984.3200000000002,3968.6400000000003,cash,1045.0,shop_2,1908,2016-09-08
100000180,2016-05-16,18:48:04,"Shirt type 12, Adidas",1,820.8000000000001,820.8000000000001,cash,,shop_7,456,2016-05-19
100000181,2017-04-11,12:32:21,"Socks type 5, Reebok",1,227.54999999999998,227.54999999999998,cash,315.0,shop_5,111,2017-04-14
100000182,2018-01-06,13:53:54,"Trousers type 5, Adidas",1,894.5804000000002,894.5804000000002,cash,472.0,shop_2,479,2018-01-06
100000183,2017-04-06,16:46:28,"Hat type 5, Nike",1,454.336,454.336,cash,,shop_3,229,2017-04-06
100000183,2017-04-06,16:46:28,"Ball type 2, Puma",1,65.124,65.124,cash,,shop_3,45,2017-04-06
100000184,2016-02-24,14:58:28,"Socks type 4, Adidas",1,619.38,619.38,card,667.0,shop_2,370,2016-02-24
100000185,2017-01-12,12:14:47,"Shirt type 2, Puma",2,853.6320000000001,1707.2640000000001,cash,567.0,shop_9,988,2017-01-12
100000186,2017-10-09,20:50:12,"Cufflinks type 4, Adidas",1,866.5461,866.5461,card,,shop_7,493,2017-10-11
100000186,2017-10-09,20:50:12,"Sneakers type 6, Reebok",2,1573.568,3147.136,card,,shop_7,2138,2017-10-11
100000187,2017-05-03,10:39:46,"T-shirt type 3, Reebok",1,440.7,440.7,card,,shop_4,226,2017-05-03
100000187,2017-05-03,10:39:46,"Top type 3, Puma",1,446.95799999999997,446.95799999999997,card,,shop_4,267,2017-05-03
100000187,2017-05-03,10:39:46,"Belt type 1, Puma",1,310.184,310.184,card,,shop_4,191,2017-05-03
100000188,2016-02-01,18:10:37,"Trousers type 9, Reebok",1,608.16,608.16,card,821.0,shop_5,336,2016-02-05
100000189,2017-11-07,12:27:06,"Trousers type 5, Nike",1,2028.2880000000002,2028.2880000000002,cash,,shop_9,912,2017-11-07
100000190,2016-02-23,09:01:21,"Cufflinks type 2, Nike",1,231.544,231.544,cash,,shop_4,103,2016-02-23
100000190,2016-02-23,09:01:21,"Boots type 1, Reebok",1,4327.7519999999995,4327.7519999999995,cash,,shop_4,2535,2016-02-23
100000190,2016-02-23,09:01:21,"Hat type 5, Adidas",1,322.74,322.74,cash,,shop_4,163,2016-02-23
100000190,2016-02-23,09:01:21,"Socks type 3, Reebok",1,356.96,356.96,cash,,shop_4,184,2016-02-23
100000190,2016-02-23,09:01:21,"Top type 2, Puma",1,624.0,624.0,cash,,shop_4,390,2016-02-23
100000190,2016-02-23,09:01:21,"Shirt type 4, Adidas",1,330.26160000000004,330.26160000000004,cash,,shop_4,186,2016-02-23
100000190,2016-02-23,09:01:21,"Hat type 6, Nike",1,510.02400000000006,510.02400000000006,cash,,shop_4,237,2016-02-23
100000191,2017-04-01,15:39:16,"T-shirt type 6, Nike",1,624.1840000000001,624.1840000000001,card,,shop_7,346,2017-04-01
100000192,2018-08-16,12:32:29,"Cap type 1, Reebok",1,529.2,529.2,cash,,shop_4,245,2018-08-16
100000193,2016-06-10,18:09:32,"Shoes type 4, Reebok",1,6167.26,6167.26,cash,819.0,shop_2,3298,2016-06-10
100000195,2016-12-04,17:30:36,"Shirt type 10, Reebok",1,1114.4628,1114.4628,card,264.0,shop_5,531,2016-12-06
100000195,2016-12-04,17:30:36,"Sneakers type 4, Reebok",1,3502.0,3502.0,card,264.0,shop_5,1700,2016-12-06
100000195,2016-12-04,17:30:36,"Ball type 2, Adidas",2,94.5,189.0,card,264.0,shop_5,90,2016-12-06
100000197,2018-07-26,15:21:42,"T-shirt type 4, Puma",1,243.82208,243.82208,card,,shop_5,184,2018-07-31
100000198,2017-08-10,15:15:21,"Hat type 1, Nike",1,464.1120000000001,464.1120000000001,card,,shop_3,198,2017-08-10
100000198,2017-08-10,15:15:21,"Trousers type 3, Adidas",1,2170.94,2170.94,card,,shop_3,1102,2017-08-10
100000199,2018-08-12,13:07:08,"Cufflinks type 2, Adidas",2,380.88,761.76,card,,shop_5,414,2018-08-17
100000199,2018-08-12,13:07:08,"Socks type 5, Adidas",1,603.7824,603.7824,card,,shop_5,354,2018-08-17
100000199,2018-08-12,13:07:08,"Shirt type 11, Adidas",1,559.3019999999999,559.3019999999999,card,,shop_5,310,2018-08-17
100000200,2017-11-24,16:29:34,"Shirt type 3, Nike",1,1737.236,1737.236,card,531.0,shop_9,821,2017-11-24
100000201,2017-04-07,17:03:48,"Shoes type 2, Reebok",1,4327.96,4327.96,cash,,shop_5,2378,2017-04-07
100000201,2017-04-07,17:03:48,"Socks type 7, Puma",1,469.58079999999995,469.58079999999995,cash,,shop_5,320,2017-04-07
100000202,2017-10-28,09:03:01,"Boots type 2, Nike",1,5281.21728,5281.21728,cash,,shop_5,2727,2017-10-28
100000202,2017-10-28,09:03:01,"Socks type 1, Nike",1,432.67391999999995,432.67391999999995,cash,,shop_5,252,2017-10-28
100000202,2017-10-28,09:03:01,"Socks type 4, Puma",1,273.26208,273.26208,cash,,shop_5,168,2017-10-28
100000202,2017-10-28,09:03:01,"Slippers type 1, Reebok",1,686.4000000000001,686.4000000000001,cash,,shop_5,312,2017-10-28
100000202,2017-10-28,09:03:01,"Shirt type 2, Puma",1,853.6320000000001,853.6320000000001,cash,,shop_5,494,2017-10-28
100000202,2017-10-28,09:03:01,"Hat type 4, Puma",1,423.68800000000005,423.68800000000005,cash,,shop_5,251,2017-10-28
100000203,2016-12-27,17:54:56,"Ball type 2, Adidas",1,94.5,94.5,cash,1052.0,shop_2,45,2016-12-27
100000203,2016-12-27,17:54:56,"Belt type 2, Adidas",1,325.95,325.95,cash,1052.0,shop_2,159,2016-12-27
100000203,2016-12-27,17:54:56,"Trousers type 5, Nike",1,2028.2880000000002,2028.2880000000002,cash,1052.0,shop_2,912,2016-12-27
100000205,2016-09-07,16:07:54,"Belt type 1, Nike",1,274.91200000000003,274.91200000000003,cash,,shop_1,121,2016-09-07
100000205,2016-09-07,16:07:54,"Cap type 1, Adidas",2,339.5,679.0,cash,,shop_1,350,2016-09-07
100000205,2016-09-07,16:07:54,"Cufflinks type 6, Nike",2,615.048,1230.096,cash,,shop_1,588,2016-09-07
100000205,2016-09-07,16:07:54,"Sneakers type 6, Reebok",1,1966.9599999999998,1966.9599999999998,cash,,shop_1,1069,2016-09-07
100000205,2016-09-07,16:07:54,"Socks type 1, Reebok",1,343.98,343.98,cash,,shop_1,182,2016-09-07
100000206,2017-12-05,14:09:38,"Cap type 1, Adidas",1,339.5,339.5,card,,shop_5,175,2017-12-08
100000207,2017-04-05,15:22:21,"Shirt type 5, Puma",1,1044.96,1044.96,cash,,shop_2,622,2017-04-05
100000208,2016-08-24,20:14:23,"Boots type 6, Reebok",1,6134.5199999999995,6134.5199999999995,cash,,shop_6,2814,2016-08-24
100000209,2017-05-28,13:56:37,"Boots type 6, Adidas",1,5889.38,5889.38,cash,,shop_6,2714,2017-05-28
100000210,2018-01-11,17:37:41,"Cap type 1, Nike",1,400.54784,400.54784,cash,,shop_9,224,2018-01-11
100000210,2018-01-11,17:37:41,"Slippers type 1, Adidas",1,391.94999999999993,391.94999999999993,cash,,shop_9,195,2018-01-11
100000211,2016-12-27,18:58:04,"Sneakers type 5, Reebok",1,1822.6943999999999,1822.6943999999999,card,,shop_2,1172,2016-12-31
100000211,2016-12-27,18:58:04,"Ball type 2, Nike",1,83.61999999999999,83.61999999999999,card,,shop_2,37,2016-12-31
100000211,2016-12-27,18:58:04,"Slippers type 1, Reebok",1,686.4000000000001,686.4000000000001,card,,shop_2,312,2016-12-31
100000211,2016-12-27,18:58:04,"Shirt type 9, Puma",1,669.8000000000001,669.8000000000001,card,,shop_2,425,2016-12-31
100000211,2016-12-27,18:58:04,"Sneakers type 1, Puma",2,2891.328,5782.656,card,,shop_2,3256,2016-12-31
100000212,2017-01-09,15:39:29,"Boots type 2, Nike",1,5518.57536,5518.57536,card,,shop_8,2727,2017-01-14
100000212,2017-01-09,15:39:29,"Cufflinks type 7, Nike",2,581.616,1163.232,card,,shop_8,504,2017-01-14
100000212,2017-01-09,15:39:29,"Top type 4, Puma",1,234.752,234.752,card,,shop_8,131,2017-01-14
100000212,2017-01-09,15:39:29,"Shoes type 1, Adidas",1,3712.5,3712.5,card,,shop_8,1875,2017-01-14
100000212,2017-01-09,15:39:29,"Trousers type 4, Puma",1,1463.048,1463.048,card,,shop_8,919,2017-01-14
100000214,2016-11-25,12:23:56,"Trousers type 9, Reebok",1,608.16,608.16,cash,,shop_3,336,2016-11-25
100000214,2016-11-25,12:23:56,"Sneakers type 4, Reebok",1,3502.0,3502.0,cash,,shop_3,1700,2016-11-25
100000214,2016-11-25,12:23:56,"Socks type 3, Adidas",1,466.85999999999996,466.85999999999996,cash,,shop_3,251,2016-11-25
100000214,2016-11-25,12:23:56,"Trousers type 5, Reebok",1,1910.5456000000004,1910.5456000000004,cash,,shop_3,1076,2016-11-25
100000215,2016-03-03,16:29:03,"Socks type 4, Adidas",1,688.1999999999999,688.1999999999999,cash,,shop_8,370,2016-03-05
100000216,2016-03-28,10:38:55,"Sneakers type 3, Nike",1,2651.176,2651.176,cash,880.0,shop_2,1282,2016-03-31
100000216,2016-03-28,10:38:55,"Sneakers type 1, Puma",1,2833.50144,2833.50144,cash,880.0,shop_2,1628,2016-03-31
100000216,2016-03-28,10:38:55,"Cufflinks type 1, Reebok",1,767.9700000000001,767.9700000000001,cash,880.0,shop_2,371,2016-03-31
100000216,2016-03-28,10:38:55,"Shirt type 1, Reebok",1,1357.9199999999998,1357.9199999999998,cash,880.0,shop_2,738,2016-03-31
100000217,2017-02-06,20:05:52,"Shoes type 1, Nike",1,3176.892,3176.892,cash,,shop_1,1611,2017-02-10
100000217,2017-02-06,20:05:52,"Shirt type 8, Nike",2,1172.888,2345.776,cash,,shop_1,1084,2017-02-10
100000217,2017-02-06,20:05:52,"Hat type 7, Adidas",2,275.26399999999995,550.5279999999999,cash,,shop_1,352,2017-02-10
100000217,2017-02-06,20:05:52,"T-shirt type 7, Reebok",1,439.29600000000005,439.29600000000005,cash,,shop_1,286,2017-02-10
100000219,2016-07-12,14:08:57,"Ball type 2, Nike",2,83.61999999999999,167.23999999999998,cash,,shop_6,74,2016-07-14
100000219,2016-07-12,14:08:57,"Shirt type 8, Reebok",1,1187.9300000000003,1187.9300000000003,cash,,shop_6,563,2016-07-14
100000220,2016-09-14,20:10:07,"Shirt type 10, Nike",1,397.46,397.46,cash,,shop_7,167,2016-09-17
100000222,2018-01-11,20:37:51,"Slippers type 1, Puma",1,294.84000000000003,294.84000000000003,cash,341.0,shop_2,189,2018-01-13
100000225,2016-12-27,17:35:06,"Hat type 3, Adidas",1,231.0,231.0,cash,1078.0,shop_1,110,2016-12-27
100000225,2016-12-27,17:35:06,"Ball type 1, Reebok",1,93.73999999999998,93.73999999999998,cash,1078.0,shop_1,43,2016-12-27
100000225,2016-12-27,17:35:06,"Socks type 4, Adidas",1,688.1999999999999,688.1999999999999,cash,1078.0,shop_1,370,2016-12-27
100000225,2016-12-27,17:35:06,"T-shirt type 3, Nike",1,492.19999999999993,492.19999999999993,cash,1078.0,shop_1,230,2016-12-27
100000226,2017-10-14,18:28:23,"Shoes type 4, Puma",1,2980.94048,2980.94048,card,,shop_1,1802,2017-10-14
100000226,2017-10-14,18:28:23,"T-shirt type 5, Reebok",1,574.7462,574.7462,card,,shop_1,323,2017-10-14
100000227,2016-12-26,18:36:16,"Trousers type 6, Puma",1,1241.952,1241.952,card,,shop_7,761,2016-12-26
100000229,2016-10-30,09:52:40,"T-shirt type 4, Adidas",1,290.88,290.88,cash,,shop_7,144,2016-11-02
100000229,2016-10-30,09:52:40,"T-shirt type 3, Nike",1,492.19999999999993,492.19999999999993,cash,,shop_7,230,2016-11-02
100000230,2018-01-18,16:24:46,"Sneakers type 3, Reebok",1,2059.78,2059.78,card,407.0,shop_9,1138,2018-01-19
100000230,2018-01-18,16:24:46,"Cufflinks type 1, Adidas",2,526.6199999999999,1053.2399999999998,card,407.0,shop_9,524,2018-01-19
100000230,2018-01-18,16:24:46,"Ball type 1, Nike",2,94.02623999999999,188.05247999999997,card,407.0,shop_9,96,2018-01-19
100000230,2018-01-18,16:24:46,"Belt type 1, Adidas",1,637.29,637.29,card,407.0,shop_9,291,2018-01-19
100000230,2018-01-18,16:24:46,"T-shirt type 7, Adidas",1,356.77879999999993,356.77879999999993,card,407.0,shop_9,167,2018-01-19
100000230,2018-01-18,16:24:46,"Boots type 1, Puma",1,6316.816000000001,6316.816000000001,card,407.0,shop_9,3778,2018-01-19
100000231,2016-12-08,19:32:26,"Boots type 3, Puma",1,4924.416,4924.416,card,,shop_4,2748,2016-12-12
100000233,2016-12-10,19:30:04,"Trousers type 4, Nike",1,1911.9304800000004,1911.9304800000004,card,,shop_5,1007,2016-12-15
100000233,2016-12-10,19:30:04,"T-shirt type 7, Adidas",2,364.05999999999995,728.1199999999999,card,,shop_5,334,2016-12-15
100000233,2016-12-10,19:30:04,"Socks type 5, Puma",1,601.08464,601.08464,card,,shop_5,382,2016-12-15
100000233,2016-12-10,19:30:04,"Belt type 1, Adidas",2,573.561,1147.122,card,,shop_5,582,2016-12-15
100000234,2016-07-02,19:42:01,"Ball type 1, Adidas",2,48.36,96.72,cash,413.0,shop_5,62,2016-07-02
100000235,2017-08-15,09:48:49,"Hat type 2, Reebok",1,367.04799999999994,367.04799999999994,cash,454.0,shop_7,176,2017-08-18
100000235,2017-08-15,09:48:49,"Shirt type 10, Reebok",1,1069.434,1069.434,cash,454.0,shop_7,531,2017-08-18
